Exercício: 2020
Escopo: Estados/DF
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.1.8.10.3.0 Transferências de Convênios da União Destinadas a Programas de Assistência Social";3099421,81
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.1.8.10.4.0 Transferências de Convênios da União Destinadas a Programas de Combate à Fome";12873033,6
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.1.8.10.9.0 Outras Transferências de Convênios da União";12492104,88
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.1.8.11.0.0 Outras Transferências de Recursos Fundo a Fundo";3372050,83
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.1.8.99.0.0 Outras Transferências da União";983266981,49
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades";6022,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.2.8.00.0.0 Transferências dos Estados - Específicas de Estados, DF e Municípios";6022,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.2.8.10.0.0 Transferência de Convênios dos Estados e do Distrito Federal e de Suas Entidades";6022,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.2.8.10.9.0 Outras Transferências de Convênio dos Estados";6022,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.3.0.00.0.0 - Transferências dos Municípios e de suas Entidades";624725,5
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.3.8.00.0.0 Transferências dos Municípios -Específicas de Estados, DF e Municípios";624725,5
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.3.8.10.0.0 Transferência de Convênios dos Municípios e de Suas Entidades";624725,5
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.3.8.10.9.0 Outras Transferências de Convênios dos Municípios";624725,5
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.4.0.00.0.0 - Transferências de Instituições Privadas";1271981,6
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.4.8.00.0.0 Transferências de Instituições Privadas - Específicas de Estados, DF e Municípios";1271981,6
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.4.8.10.0.0 - Outras Transferência de Instituições Privadas para EST/DF/MUN - Não Especificadas Anteriormente";1271981,6
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.5.0.00.0.0 - Transferências de Outras Instituições Públicas";552313603,23
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.5.8.00.0.0 Transferências de Outras Instituições Públicas - Específicas de Estados, DF e Municípios";552313603,23
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.7.5.8.01.0.0 Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB";552313603,23
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.0.0.00.0.0 - Outras Receitas Correntes";80030489,93
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.1.0.00.0.0 - Multas Administrativas, Contratuais e Judiciais";13113446,2
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.1.0.01.0.0 - Multas Previstas em Legislação Específica";11497925,12
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.1.0.06.0.0 - Multas por Danos Ambientais";1593033,44
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.1.0.06.1.0 - Multas Administrativas por Danos Ambientais";1593033,44
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.1.0.09.0.0 - Multas e Juros Previstos em Contratos";22487,64
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.0.00.0.0 - Indenizações, Restituições e Ressarcimentos";16516720,97
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.1.00.0.0 - Indenizações";5225631,83
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.1.01.0.0 - Indenizações por Danos Causados ao Patrimônio Público";5221471,98
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.1.99.0.0 - Outras Indenizações";4159,85
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.2.00.0.0 - Restituições";10994189,14
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.2.01.0.0 - Restituição de Convênios";1023546,41
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.2.06.0.0 - Restituição de Despesas de Exercícios Anteriores";779658,01
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.2.99.0.0 - Outras Restituições";9190984,72
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.3.00.0.0 - Ressarcimentos";296900,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.2.3.02.0.0 - Ressarcimento de Custos";296900,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.3.0.00.0.0 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";7832,8
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.3.0.02.0.0 - Alienação de Bens Apreendidos";7832,8
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.3.0.02.1.0 - Alienação de Bens e Mercadorias Apreendidos";7832,8
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.00.0.0 - Demais Receitas Correntes";50392489,96
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.03.0.0 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores";45931261,83
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência";628002,48
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.12.2.0 - Ônus de Sucumbência";628002,48
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.99.0.0 - Outras Receitas";3833225,65
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"1.9.9.0.99.1.0 - Outras Receitas - Primárias";3833225,65
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.0.0.0.00.0.0 - Receitas de Capital";483323413,54
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.1.0.0.00.0.0 - Operações de Crédito";303826413,72
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.1.1.0.00.0.0 - Operações de Crédito - Mercado Interno";292500000,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.1.1.9.00.0.0 Outras Operações de Crédito - Mercado Interno";292500000,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.1.2.0.00.0.0 - Operações de Crédito - Mercado Externo";11326413,72
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.1.2.2.00.0.0 Operações de Crédito Contratuais - Mercado Externo";11326413,72
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.2.0.0.00.0.0 - Alienação de Bens";503038,6
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.2.1.0.00.0.0 - Alienação de Bens Móveis";496573,25
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.2.1.3.00.0.0 Alienação de Bens Móveis e Semoventes";496573,25
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.2.2.0.00.0.0 - Alienação de Bens Imóveis";6465,35
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.3.0.0.00.0.0 - Amortização de Empréstimos";247857,12
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.3.0.0.06.0.0 - Amortização de Empréstimos Contratuais";247857,12
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.0.0.00.0.0 - Transferências de Capital";178746104,1
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.0.00.0.0 - Transferências da União e de suas Entidades";178746104,1
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";178746104,1
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.03.0.0 Transferências de Recursos do Sistema Único de Saúde ¿ SUS";30931277,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.03.1.0 - Transferência de Recursos do SUS ¿ Atenção Básica";22271346,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.03.9.0 - Transferência de Recursos do SUS ¿ Outros Programas Financiados por Transferências Fundo a Fundo";8659931,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.04.0.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde";712710,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.04.2.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Atenção Especializada";712710,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.10.0.0 Transferência de Convênios da União e de suas Entidades";114782173,1
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.10.9.0 - Outras Transferências de Convênios da União";114782173,1
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"2.4.1.8.99.0.0 Outras Transferências da União";32319944,00
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";699522277,93
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.0.0.0.00.0.0 - Receitas Correntes";699522277,93
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.0.0.00.0.0 - Contribuições";638359200,19
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.0.00.0.0 - Contribuições Sociais";638359200,19
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e 
 Municípios";638359200,19
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN";243274881,51
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.8.02.0.0 - CPSSS - Parcelamentos - Específico de EST/DF/MUN";23422980,78
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.8.03.0.0 - CPSSS Patronal - Servidor Civil - Específico de EST/DF/MUN";371661337,9
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.2.1.8.03.1.0 - CPSSS Patronal - Servidor Civil Ativo";371661337,9
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.0.0.00.0.0 - Receita de Serviços";61126128,9
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais";7632416,66
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.1.0.04.0.0 - Serviços de Informação e Tecnologia";7632416,66
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde";1548327,56
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.3.0.01.0.0 - Serviços de Atendimento à Saúde";1548327,56
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.6.9.0.00.0.0 - Outros Serviços";51945384,68
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.9.0.0.00.0.0 - Outras Receitas Correntes";36948,84
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.9.2.0.00.0.0 - Indenizações, Restituições e Ressarcimentos";32216,29
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.9.9.0.00.0.0 - Demais Receitas Correntes";4732,55
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"7.9.9.0.99.0.0 - Outras Receitas";4732,55
Governo do Estado de Alagoas;27;AL;3337357;"Receitas Brutas Realizadas";"TOTAL DAS RECEITAS (III) = (I + II)";14592209557,87
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";1282269194,74
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.0.0.0.00.0.0 - Receitas Correntes";1282269194,74
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";1272300079,96
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.0.00.0.0 - Impostos";1272300079,96
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios";1272300079,96
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios";180180484,04
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.8.01.2.0 Imposto sobre a Propriedade de Veículos Automotores";180180484,04
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços";1092119595,92
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação";1092119595,92
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.3.0.0.00.0.0 - Receita Patrimonial";5182294,32
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.3.9.0.00.0.0 - Demais Receitas Patrimoniais";5182294,32
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.0.0.00.0.0 - Transferências Correntes";4786820,46
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.1.0.00.0.0 - Transferências da União e de suas Entidades";4786820,46
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";4786820,46
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.1.8.01.0.0 Participação na Receita da União";4786820,46
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.1.8.01.6.0 Cota-Parte do Imposto Sobre Produtos Industrializados ¿ Estados Exportadores de Produtos Industrializados";2395954,59
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"1.7.1.8.01.7.0 Cota-Parte da Contribuição de Intervenção no Domínio Econômico";2390865,87
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - Transferências Constitucionais";"TOTAL DAS RECEITAS (III) = (I + II)";1282269194,74
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";1481108697,34
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.0.0.0.00.0.0 - Receitas Correntes";1481108697,34
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";695071856,31
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.0.00.0.0 - Impostos";695071856,31
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios";695071856,31
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios";39800095,53
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.01.2.0 Imposto sobre a Propriedade de Veículos Automotores";36036157,42
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.01.3.0 Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos";3763938,11
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços";655271760,78
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação";655271760,78
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.0.0.00.0.0 - Transferências Correntes";786036841,03
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.1.0.00.0.0 - Transferências da União e de suas Entidades";786036841,03
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";786036841,03
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.1.8.01.0.0 Participação na Receita da União";786036841,03
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.1.8.01.1.0 Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal";784599268,24
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"1.7.1.8.01.6.0 Cota-Parte do Imposto Sobre Produtos Industrializados ¿ Estados Exportadores de Produtos Industrializados";1437572,79
Governo do Estado de Alagoas;27;AL;3337357;"Deduções - FUNDEB";"TOTAL DAS RECEITAS (III) = (I + II)";1481108697,34
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";17029719,56
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.0.0.0.00.0.0 - Receitas Correntes";17029719,56
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";16670471,3
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.0.00.0.0 - Impostos";14836616,37
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza";41961,89
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte";41961,89
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho";41961,89
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios";14794654,48
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios";47637,68
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.01.2.0 Imposto sobre a Propriedade de Veículos Automotores";38330,55
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.01.3.0 Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos";9307,13
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços";14747016,8
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.02.1.0 Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação";14740571,48
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.1.8.02.2.0 Adicional ICMS - Fundo Estadual de Combate à Pobreza";6445,32
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.0.00.0.0 - Taxas";1833854,93
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia";1737,76
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.1.01.0.0 - Taxas de Inspeção, Controle e Fiscalização";1737,76
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços";1832117,17
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços";92,18
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.1.2.2.02.0.0 - Emolumentos e Custas Judiciais";1832024,99
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.2.0.0.00.0.0 - Contribuições";11000,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.2.1.0.00.0.0 - Contribuições Sociais";11000,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e Municípios";11000,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN";11000,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.2.1.8.01.4.0 - CPSSS Oriunda de Sentenças Judiciais - Servidor Civil Ativo";11000,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.0.0.00.0.0 - Receita Patrimonial";290883,32
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.1.0.00.0.0 - Exploração do Patrimônio Imobiliário do Estado";51831,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";51831,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.1.0.01.1.0 - Aluguéis e Arrendamentos";38591,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.1.0.01.2.0 - Foros, Laudêmios e Tarifas de Ocupação";13240,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.2.0.00.0.0 - Valores Mobiliários";239052,32
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.2.1.00.0.0 - Juros e Correções Monetárias";239052,32
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários";239052,32
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.6.0.0.00.0.0 - Receita de Serviços";51383,41
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais";51383,41
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.6.1.0.01.0.0 - Serviços Administrativos e Comerciais Gerais";51183,41
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos";200,00
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.7.0.0.00.0.0 - Transferências Correntes";150,78
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.7.1.0.00.0.0 - Transferências da União e de suas Entidades";150,78
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";150,78
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.7.1.8.10.0.0 Transferências de Convênios da União e de Suas Entidades";150,78
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.7.1.8.10.9.0 Outras Transferências de Convênios da União";150,78
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.0.0.00.0.0 - Outras Receitas Correntes";5830,75
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.1.0.00.0.0 - Multas Administrativas, Contratuais e Judiciais";5056,94
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.1.0.01.0.0 - Multas Previstas em Legislação Específica";5056,94
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.9.0.00.0.0 - Demais Receitas Correntes";773,81
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.9.0.99.0.0 - Outras Receitas";773,81
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"1.9.9.0.99.1.0 - Outras Receitas - Primárias";773,81
Governo do Estado de Alagoas;27;AL;3337357;"Outras Deduções da Receita";"TOTAL DAS RECEITAS (III) = (I + II)";17029719,56
Governo do Distrito Federal;53;DF;3015268;"Receitas Brutas Realizadas";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";27378420674,8
Governo do Distrito Federal;53;DF;3015268;"Receitas Brutas Realizadas";"1.0.0.0.00.0.0 - Receitas Correntes";27029054681,6
Governo do Distrito Federal;53;DF;3015268;"Receitas Brutas Realizadas";"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";17328362642,39
Governo do Distrito Federal;53;DF;3015268;"Receitas Brutas Realizadas";"1.1.1.0.00.0.0 - Impostos";16937462830,32
